awardYear,category,gender,fullName,laureateType,gender,birthCountryNow
1971,Physiology or Medicine,male,"Earl W. Sutherland, Jr.",Individual,male,United States of America
1972,Chemistry,male,Christian B. Anfinsen,Individual,male,United States of America
1972,Chemistry,male,Stanford Moore,Individual,male,United States of America
1972,Chemistry,male,William H. Stein,Individual,male,United States of America
1972,Economic Sciences,male,John R. Hicks,Individual,male,United Kingdom
1972,Economic Sciences,male,Kenneth J. Arrow,Individual,male,United States of America
1972,Literature,male,Heinrich B??ll,Individual,male,Germany
1972,Physics,male,Leon Neil Cooper,Individual,male,United States of America
1972,Physics,male,John Robert Schrieffer,Individual,male,United States of America
1972,Physics,male,John Bardeen,Individual,male,United States of America
1972,Physiology or Medicine,male,Gerald M. Edelman,Individual,male,United States of America
1972,Physiology or Medicine,male,Rodney R. Porter,Individual,male,United Kingdom
1973,Chemistry,male,Ernst Otto Fischer,Individual,male,Germany
1973,Chemistry,male,Geoffrey Wilkinson,Individual,male,United Kingdom
1973,Economic Sciences,male,Wassily Wassilyevich Leontief,Individual,male,Russia
1973,Literature,male,Patrick White,Individual,male,United Kingdom
1973,Peace,male,Le Duc Tho ,Individual,male,Vietnam
1973,Peace,male,Henry Alfred Kissinger,Individual,male,Germany
1973,Physics,male,Brian David Josephson,Individual,male,United Kingdom
1973,Physics,male,Ivar Giaever,Individual,male,Norway
1973,Physics,male,Leo Esaki,Individual,male,Japan
1973,Physiology or Medicine,male,Karl von Frisch,Individual,male,Austria
1973,Physiology or Medicine,male,Konrad Lorenz,Individual,male,Austria
1973,Physiology or Medicine,male,Nikolaas Tinbergen,Individual,male,Netherlands
1974,Chemistry,male,Paul J. Flory,Individual,male,United States of America
1974,Economic Sciences,male,Friedrich August von Hayek,Individual,male,Austria
1974,Economic Sciences,male,Gunnar Myrdal,Individual,male,Sweden
1974,Literature,male,Eyvind Johnson,Individual,male,Sweden
1974,Literature,male,Harry Martinson,Individual,male,Sweden
1974,Peace,male,Eisaku Sato,Individual,male,Japan
1974,Peace,male,Se?≠n MacBride,Individual,male,France
1974,Physics,male,Antony Hewish,Individual,male,United Kingdom
1974,Physics,male,Sir Martin Ryle,Individual,male,United Kingdom
1974,Physiology or Medicine,male,Albert Claude,Individual,male,Belgium
1974,Physiology or Medicine,male,Christian de Duve,Individual,male,United Kingdom
1974,Physiology or Medicine,male,George E. Palade,Individual,male,Romania
1975,Chemistry,male,John Warcup Cornforth,Individual,male,Australia
1975,Chemistry,male,Vladimir Prelog,Individual,male,Bosnia and Herzegovina
1975,Economic Sciences,male,Leonid Vitaliyevich Kantorovich,Individual,male,Russia
1975,Economic Sciences,male,Tjalling C. Koopmans,Individual,male,Netherlands
1975,Literature,male,Eugenio Montale,Individual,male,Italy
1975,Peace,male,Andrei Dmitrievich Sakharov,Individual,male,Russia
1975,Physics,male,Aage Niels Bohr,Individual,male,Denmark
1975,Physics,male,Ben Roy Mottelson,Individual,male,United States of America
1975,Physics,male,Leo James Rainwater,Individual,male,United States of America
1975,Physiology or Medicine,male,David Baltimore,Individual,male,United States of America
1975,Physiology or Medicine,male,Howard Martin Temin,Individual,male,United States of America
1975,Physiology or Medicine,male,Renato Dulbecco,Individual,male,Italy
1976,Chemistry,male,William N. Lipscomb,Individual,male,United States of America
1976,Economic Sciences,male,Milton Friedman,Individual,male,United States of America
1976,Literature,male,Saul Bellow,Individual,male,Canada
1976,Peace,female,Elizabeth Williams,Individual,female,Northern Ireland
1976,Peace,female,Mairead Corrigan,Individual,female,Northern Ireland
1976,Physics,male,Burton Richter,Individual,male,United States of America
1976,Physics,male,Samuel Chao Chung Ting,Individual,male,United States of America
1976,Physiology or Medicine,male,Baruch S. Blumberg,Individual,male,United States of America
1976,Physiology or Medicine,male,D. Carleton Gajdusek,Individual,male,United States of America
1977,Chemistry,male,Ilya Romanovich Prigogine,Individual,male,Russia
1977,Economic Sciences,male,Bertil Ohlin,Individual,male,Sweden
1977,Economic Sciences,male,James E. Meade,Individual,male,United Kingdom
1977,Literature,male,Vicente Aleixandre,Individual,male,Spain
1977,Peace,,,Organization,,
1977,Physics,male,John Hasbrouck van Vleck,Individual,male,United States of America
1977,Physics,male,Philip Warren Anderson,Individual,male,United States of America
1977,Physics,male,Sir Nevill Francis Mott,Individual,male,United Kingdom
1977,Physiology or Medicine,male,Andrew V. Schally,Individual,male,Lithuania
1977,Physiology or Medicine,male,Roger Guillemin,Individual,male,France
1977,Physiology or Medicine,female,Rosalyn Yalow,Individual,female,United States of America
1978,Chemistry,male,Peter D. Mitchell,Individual,male,United Kingdom
1978,Economic Sciences,male,Herbert A. Simon,Individual,male,United States of America
1978,Literature,male,Isaac Bashevis Singer,Individual,male,Poland
1978,Peace,male,Mohamed Anwar al-Sadat,Individual,male,Egypt
1978,Peace,male,Menachem Begin,Individual,male,Belarus
1978,Physics,male,Arno Allan Penzias,Individual,male,Germany
1978,Physics,male,Pyotr Leonidovich Kapitsa,Individual,male,Russia
1978,Physics,male,Robert Woodrow Wilson,Individual,male,United States of America
1978,Physiology or Medicine,male,Daniel Nathans,Individual,male,United States of America
1978,Physiology or Medicine,male,Hamilton O. Smith,Individual,male,United States of America
1978,Physiology or Medicine,male,Werner Arber,Individual,male,Switzerland
1979,Chemistry,male,Georg Wittig,Individual,male,Germany
1979,Chemistry,male,Herbert C. Brown,Individual,male,United Kingdom
1979,Economic Sciences,male,Sir Arthur Lewis,Individual,male,Saint Lucia
1979,Economic Sciences,male,Theodore W. Schultz,Individual,male,United States of America
1979,Literature,male,Odysseus Elytis,Individual,male,Greece
1979,Peace,female,Mother Teresa ,Individual,female,North Macedonia
1979,Physics,male,Abdus Salam,Individual,male,Pakistan
1979,Physics,male,Sheldon Lee Glashow,Individual,male,United States of America
1979,Physics,male,Steven Weinberg,Individual,male,United States of America
1979,Physiology or Medicine,male,Allan M. Cormack,Individual,male,South Africa
1979,Physiology or Medicine,male,Godfrey N. Hounsfield,Individual,male,United Kingdom
1980,Chemistry,male,Paul Berg,Individual,male,United States of America
1980,Chemistry,male,Walter Gilbert,Individual,male,United States of America
1980,Chemistry,male,Frederick Sanger,Individual,male,United Kingdom
1980,Economic Sciences,male,Lawrence R. Klein,Individual,male,United States of America
1980,Literature,male,Czeslaw Milosz,Individual,male,Lithuania
1980,Peace,male,Adolfo PÇrez Esquivel,Individual,male,Argentina
1980,Physics,male,James Watson Cronin,Individual,male,United States of America
1980,Physics,male,Val Logsdon Fitch,Individual,male,United States of America
1980,Physiology or Medicine,male,Baruj Benacerraf,Individual,male,Venezuela
1980,Physiology or Medicine,male,George D. Snell,Individual,male,United States of America
1980,Physiology or Medicine,male,Jean Dausset,Individual,male,France
1981,Chemistry,male,Kenichi Fukui,Individual,male,Japan
1981,Chemistry,male,Roald Hoffmann,Individual,male,Ukraine
1981,Economic Sciences,male,James Tobin,Individual,male,United States of America
1981,Literature,male,Elias Canetti,Individual,male,Bulgaria
1981,Peace,,,Organization,,
1981,Physics,male,Arthur Leonard Schawlow,Individual,male,United States of America
1981,Physics,male,Kai M. Siegbahn,Individual,male,Sweden
1981,Physics,male,Nicolaas Bloembergen,Individual,male,Netherlands
1981,Physiology or Medicine,male,David H. Hubel,Individual,male,Canada
1981,Physiology or Medicine,male,Roger W. Sperry,Individual,male,United States of America
1981,Physiology or Medicine,male,Torsten N. Wiesel,Individual,male,Sweden
1982,Chemistry,male,Aaron Klug,Individual,male,Lithuania
1982,Economic Sciences,male,George J. Stigler,Individual,male,United States of America
1982,Literature,male,Gabriel Garc??a M?≠rquez,Individual,male,Colombia
1982,Peace,male,Alfonso Garc??a Robles,Individual,male,Mexico
1982,Peace,female,Alva Myrdal,Individual,female,Sweden
1982,Physics,male,Kenneth G. Wilson,Individual,male,United States of America
1982,Physiology or Medicine,male,Bengt I. Samuelsson,Individual,male,Sweden
1982,Physiology or Medicine,male,John R. Vane,Individual,male,United Kingdom
1982,Physiology or Medicine,male,KarlˇSuneˇDetlof Bergstrîm,Individual,male,Sweden
1983,Chemistry,male,Henry Taube,Individual,male,Canada
1983,Economic Sciences,male,Gerard Debreu,Individual,male,France
1983,Literature,male,William Golding,Individual,male,United Kingdom
1983,Peace,male,Lech Walesa,Individual,male,Poland
1983,Physics,male,Subramanyan Chandrasekhar,Individual,male,Pakistan
1983,Physics,male,William Alfred Fowler,Individual,male,United States of America
1983,Physiology or Medicine,female,Barbara McClintock,Individual,female,United States of America
1984,Chemistry,male,Robert Bruce Merrifield,Individual,male,United States of America
1984,Economic Sciences,male,Richard Stone,Individual,male,United Kingdom
1984,Literature,male,Jaroslav Seifert,Individual,male,Czech Republic
1984,Peace,male,Desmond Mpilo Tutu,Individual,male,South Africa
1984,Physics,male,Carlo Rubbia,Individual,male,Italy
1984,Physics,male,Simon van der Meer,Individual,male,Netherlands
1984,Physiology or Medicine,male,C??sar Milstein,Individual,male,Argentina
1984,Physiology or Medicine,male,Georges J. F. Kîhler,Individual,male,Germany
1984,Physiology or Medicine,male,Niels K. Jerne,Individual,male,United Kingdom
1985,Chemistry,male,Herbert A. Hauptman,Individual,male,United States of America
1985,Chemistry,male,Jerome Karle,Individual,male,United States of America
1985,Economic Sciences,male,Franco Modigliani,Individual,male,Italy
1985,Literature,male,Claude Simon,Individual,male,Madagascar
1985,Peace,,,Organization,,
1985,Physics,male,Klaus von Klitzing,Individual,male,Poland
1985,Physiology or Medicine,male,Joseph L. Goldstein,Individual,male,United States of America
1985,Physiology or Medicine,male,Michael S. Brown,Individual,male,United States of America
1986,Chemistry,male,Dudley R. Herschbach,Individual,male,United States of America
1986,Chemistry,male,John C. Polanyi,Individual,male,Germany
1986,Chemistry,male,Yuan T. Lee,Individual,male,Taiwan
1986,Economic Sciences,male,James M. Buchanan Jr.,Individual,male,United States of America
1986,Literature,male,Wole Soyinka,Individual,male,Nigeria
1986,Peace,male,Elie Wiesel,Individual,male,Romania
1986,Physics,male,Ernst Ruska,Individual,male,Germany
1986,Physics,male,Gerd Binnig,Individual,male,Germany
1986,Physics,male,Heinrich Rohrer,Individual,male,Switzerland
1986,Physiology or Medicine,female,Rita Levi-Montalcini,Individual,female,Italy
1986,Physiology or Medicine,male,Stanley Cohen,Individual,male,United States of America
1987,Chemistry,male,Charles J. Pedersen,Individual,male,South Korea
1987,Chemistry,male,Donald J. Cram,Individual,male,United States of America
1987,Chemistry,male,Jean-Marie Lehn,Individual,male,France
1987,Economic Sciences,male,Robert M. Solow,Individual,male,United States of America
1987,Literature,male,Joseph Brodsky,Individual,male,Russia
1987,Peace,male,Oscar Arias S?≠nchez,Individual,male,Costa Rica
1987,Physics,male,J. Georg Bednorz,Individual,male,Germany
1987,Physics,male,KarlˇAlexander MÅller,Individual,male,Switzerland
1987,Physiology or Medicine,male,Susumu Tonegawa,Individual,male,Japan
1988,Chemistry,male,Hartmut Michel,Individual,male,Germany
1988,Chemistry,male,Johann Deisenhofer,Individual,male,Germany
1988,Chemistry,male,Robert Huber,Individual,male,Germany
1988,Economic Sciences,male,Maurice Allais,Individual,male,France
1988,Literature,male,Naguib Mahfouz,Individual,male,Egypt
1988,Peace,,,Organization,,
1988,Physics,male,Jack Steinberger,Individual,male,Germany
1988,Physics,male,Leon M. Lederman,Individual,male,United States of America
1988,Physics,male,Melvin Schwartz,Individual,male,United States of America
1988,Physiology or Medicine,male,George H. Hitchings,Individual,male,United States of America
1988,Physiology or Medicine,female,Gertrude B. Elion,Individual,female,United States of America
1988,Physiology or Medicine,male,Sir James W. Black,Individual,male,Scotland
1989,Chemistry,male,Sidney Altman,Individual,male,Canada
1989,Chemistry,male,Thomas R. Cech,Individual,male,United States of America
1989,Economic Sciences,male,Trygve Haavelmo,Individual,male,Norway
1989,Literature,male,Camilo JosÇ Cela,Individual,male,Spain
1989,Peace,male,The 14th Dalai Lama (Tenzin Gyatso) ,Individual,male,China
1989,Physics,male,Hans G. Dehmelt,Individual,male,Germany
1989,Physics,male,Norman F. Ramsey,Individual,male,United States of America
1989,Physics,male,Wolfgang Paul,Individual,male,Germany
1989,Physiology or Medicine,male,Harold E. Varmus,Individual,male,United States of America
1989,Physiology or Medicine,male,J. Michael Bishop,Individual,male,United States of America
1990,Chemistry,male,Elias James Corey,Individual,male,United States of America
1990,Economic Sciences,male,Harry M. Markowitz,Individual,male,United States of America
1990,Economic Sciences,male,Merton H. Miller,Individual,male,United States of America
1990,Economic Sciences,male,William F. Sharpe,Individual,male,United States of America
1990,Literature,male,Octavio Paz,Individual,male,Mexico
1990,Peace,male,Mikhail Sergeyevich Gorbachev,Individual,male,Russia
1990,Physics,male,Henry W. Kendall,Individual,male,United States of America
1990,Physics,male,Jerome I. Friedman,Individual,male,United States of America
1990,Physics,male,Richard E. Taylor,Individual,male,Canada
1990,Physiology or Medicine,male,E. Donnall Thomas,Individual,male,United States of America
1990,Physiology or Medicine,male,Joseph E. Murray,Individual,male,United States of America
1991,Chemistry,male,Richard R. Ernst,Individual,male,Switzerland
1991,Economic Sciences,male,Ronald H. Coase,Individual,male,United Kingdom
1991,Literature,female,Nadine Gordimer,Individual,female,South Africa
1991,Peace,female,Aung San Suu Kyi ,Individual,female,Myanmar
1991,Physics,male,Pierre-Gilles de Gennes,Individual,male,France
1991,Physiology or Medicine,male,Bert Sakmann,Individual,male,Germany
1991,Physiology or Medicine,male,Erwin Neher,Individual,male,Germany
1992,Chemistry,male,Rudolph A. Marcus,Individual,male,Canada
1992,Economic Sciences,male,Gary S. Becker,Individual,male,United States of America
1992,Literature,male,Derek Walcott,Individual,male,Saint Lucia
1992,Peace,female,Rigoberta Mench£ Tum,Individual,female,Guatemala
1992,Physics,male,Georges Charpak,Individual,male,Poland
1992,Physiology or Medicine,male,Edmond H. Fischer,Individual,male,China
1992,Physiology or Medicine,male,Edwin G. Krebs,Individual,male,United States of America
1993,Chemistry,male,Kary B. Mullis,Individual,male,United States of America
1993,Chemistry,male,Michael Smith,Individual,male,United Kingdom
1993,Economic Sciences,male,Douglass C. North,Individual,male,United States of America
1993,Economic Sciences,male,Robert W. Fogel,Individual,male,United States of America
1993,Literature,female,Toni Morrison,Individual,female,United States of America
1993,Peace,male,Frederik Willem de Klerk,Individual,male,South Africa
1993,Peace,male,Nelson Rolihlahla Mandela,Individual,male,South Africa
1993,Physics,male,Joseph H. Taylor Jr.,Individual,male,United States of America
1993,Physics,male,Russell A. Hulse,Individual,male,United States of America
1993,Physiology or Medicine,male,Phillip A. Sharp,Individual,male,United States of America
1993,Physiology or Medicine,male,Richard J. Roberts,Individual,male,United Kingdom
1994,Chemistry,male,George A. Olah,Individual,male,Hungary
1994,Economic Sciences,male,John C. Harsanyi,Individual,male,Hungary
1994,Economic Sciences,male,John F. Nash Jr.,Individual,male,United States of America
1994,Economic Sciences,male,Reinhard Selten,Individual,male,Poland
1994,Literature,male,Kenzaburo Oe,Individual,male,Japan
1994,Peace,male,Shimon Peres,Individual,male,Belarus
1994,Peace,male,Yasser Arafat,Individual,male,Egypt
1994,Peace,male,Yitzhak Rabin,Individual,male,Israel
1994,Physics,male,Bertram N. Brockhouse,Individual,male,Canada
1994,Physics,male,Clifford G. Shull,Individual,male,United States of America
1994,Physiology or Medicine,male,Alfred G. Gilman,Individual,male,United States of America
1994,Physiology or Medicine,male,Martin Rodbell,Individual,male,United States of America
1995,Chemistry,male,F. Sherwood Rowland,Individual,male,United States of America
1995,Chemistry,male,Mario J. Molina,Individual,male,Mexico
1995,Chemistry,male,Paul J. Crutzen,Individual,male,Netherlands
1995,Economic Sciences,male,Robert E. Lucas Jr.,Individual,male,United States of America
1995,Literature,male,Seamus Heaney,Individual,male,Northern Ireland
1995,Peace,male,Joseph Rotblat,Individual,male,Poland
1995,Peace,,,Organization,,
1995,Physics,male,Frederick Reines,Individual,male,United States of America
1995,Physics,male,Martin L. Perl,Individual,male,United States of America
1995,Physiology or Medicine,female,Christiane N?¨sslein-Volhard,Individual,female,Germany
1995,Physiology or Medicine,male,Edward B. Lewis,Individual,male,United States of America
1995,Physiology or Medicine,male,Eric F. Wieschaus,Individual,male,United States of America
1996,Chemistry,male,Richard E. Smalley,Individual,male,United States of America
1996,Chemistry,male,Robert F. Curl Jr.,Individual,male,United States of America
1996,Chemistry,male,Sir Harold W. Kroto,Individual,male,United Kingdom
1996,Economic Sciences,male,James A. Mirrlees,Individual,male,Scotland
1996,Economic Sciences,male,William Vickrey,Individual,male,Canada
1996,Literature,female,Wislawa Szymborska,Individual,female,Poland
1996,Peace,male,Carlos Filipe Ximenes Belo,Individual,male,East Timor
1996,Peace,male,JosÇˇManuelˇRamos-Horta,Individual,male,East Timor
1996,Physics,male,David M. Lee,Individual,male,United States of America
1996,Physics,male,Douglas D. Osheroff,Individual,male,United States of America
1996,Physics,male,Robert C. Richardson,Individual,male,United States of America
1996,Physiology or Medicine,male,Peter C. Doherty,Individual,male,Australia
1996,Physiology or Medicine,male,Rolf M. Zinkernagel,Individual,male,Switzerland
1997,Chemistry,male,Jens C. Skou,Individual,male,Denmark
1997,Chemistry,male,John E. Walker,Individual,male,United Kingdom
1997,Chemistry,male,Paul D. Boyer,Individual,male,United States of America
1997,Economic Sciences,male,Myron S. Scholes,Individual,male,Canada
1997,Economic Sciences,male,Robert C. Merton,Individual,male,United States of America
1997,Literature,male,Dario Fo,Individual,male,Italy
1997,Peace,,,Organization,,
1997,Peace,female,Jody Williams,Individual,female,United States of America
1997,Physics,male,Claude Cohen-Tannoudji,Individual,male,Algeria
1997,Physics,male,Steven Chu,Individual,male,United States of America
1997,Physics,male,William D. Phillips,Individual,male,United States of America
1997,Physiology or Medicine,male,Stanley B. Prusiner,Individual,male,United States of America
1998,Chemistry,male,John A. Pople,Individual,male,United Kingdom
1998,Chemistry,male,Walter Kohn,Individual,male,Austria
1998,Economic Sciences,male,Amartya Sen,Individual,male,India
1998,Literature,male,JosÇ Saramago,Individual,male,Portugal
1998,Peace,male,David Trimble,Individual,male,Northern Ireland
1998,Peace,male,John Hume,Individual,male,Northern Ireland
1998,Physics,male,Daniel C. Tsui,Individual,male,China
1998,Physics,male,Horst Ludwig Stîrmer,Individual,male,Germany
1998,Physics,male,Robert B. Laughlin,Individual,male,United States of America
1998,Physiology or Medicine,male,Ferid Murad,Individual,male,United States of America
1998,Physiology or Medicine,male,Louis J. Ignarro,Individual,male,United States of America
1998,Physiology or Medicine,male,Robert F. Furchgott,Individual,male,United States of America
1999,Chemistry,male,Ahmed H. Zewail,Individual,male,Egypt
1999,Economic Sciences,male,Robert A. Mundell,Individual,male,Canada
1999,Literature,male,G?¨nter Grass,Individual,male,Poland
1999,Peace,,,Organization,,
1999,Physics,male,Gerardus 't Hooft,Individual,male,Netherlands
1999,Physics,male,Martinus J.G. Veltman,Individual,male,Netherlands
1999,Physiology or Medicine,male,GÅnter Blobel,Individual,male,Poland
2000,Chemistry,male,Alan J. Heeger,Individual,male,United States of America
2000,Chemistry,male,Alan G. MacDiarmid,Individual,male,New Zealand
2000,Chemistry,male,Hideki Shirakawa,Individual,male,Japan
2000,Economic Sciences,male,Daniel L. McFadden,Individual,male,United States of America
2000,Economic Sciences,male,James J. Heckman,Individual,male,United States of America
2000,Literature,male,Gao Xingjian,Individual,male,China
2000,Peace,male,Kim Dae-jung,Individual,male,South Korea
2000,Physics,male,Herbert Kroemer,Individual,male,Germany
2000,Physics,male,Jack S. Kilby,Individual,male,United States of America
2000,Physics,male,Zhores I. Alferov,Individual,male,Belarus
2000,Physiology or Medicine,male,Arvid Carlsson,Individual,male,Sweden
2000,Physiology or Medicine,male,Eric R. Kandel,Individual,male,Austria
2000,Physiology or Medicine,male,Paul Greengard,Individual,male,United States of America
2001,Chemistry,male,K. Barry Sharpless,Individual,male,United States of America
2001,Chemistry,male,Ryoji Noyori,Individual,male,Japan
2001,Chemistry,male,William S. Knowles,Individual,male,United States of America
2001,Economic Sciences,male,A. Michael Spence,Individual,male,United States of America
2001,Economic Sciences,male,George A. Akerlof,Individual,male,United States of America
2001,Economic Sciences,male,Joseph E. Stiglitz,Individual,male,United States of America
2001,Literature,male,Sir Vidiadhar Surajprasad Naipaul,Individual,male,Trinidad and Tobago
2001,Peace,male,Kofi Atta Annan,Individual,male,Ghana
2001,Peace,,,Organization,,
2001,Physics,male,Carl E. Wieman,Individual,male,United States of America
2001,Physics,male,Eric A. Cornell,Individual,male,United States of America
2001,Physics,male,Wolfgang Ketterle,Individual,male,Germany
2001,Physiology or Medicine,male,Leland H. Hartwell,Individual,male,United States of America
2001,Physiology or Medicine,male,Sir Paul M. Nurse,Individual,male,United Kingdom
2001,Physiology or Medicine,male,Tim Hunt,Individual,male,United Kingdom
2002,Chemistry,male,John B. Fenn,Individual,male,United States of America
2002,Chemistry,male,Koichi Tanaka,Individual,male,Japan
2002,Chemistry,male,Kurt W?¨thrich,Individual,male,Switzerland
2002,Economic Sciences,male,Daniel Kahneman,Individual,male,Israel
2002,Economic Sciences,male,Vernon L. Smith,Individual,male,United States of America
2002,Literature,male,Imre KertÇsz,Individual,male,Hungary
2002,Peace,male,James Earl Carter,Individual,male,United States of America
2002,Physics,male,Masatoshi Koshiba,Individual,male,Japan
2002,Physics,male,Raymond Davis Jr.,Individual,male,United States of America
2002,Physics,male,Riccardo Giacconi,Individual,male,Italy
2002,Physiology or Medicine,male,H. Robert Horvitz,Individual,male,United States of America
2002,Physiology or Medicine,male,John E. Sulston,Individual,male,United Kingdom
2002,Physiology or Medicine,male,Sydney Brenner,Individual,male,South Africa
2003,Chemistry,male,Peter Agre,Individual,male,United States of America
2003,Chemistry,male,Roderick MacKinnon,Individual,male,United States of America
2003,Economic Sciences,male,Clive W.J. Granger,Individual,male,United Kingdom
2003,Economic Sciences,male,Robert F. Engle III,Individual,male,United States of America
2003,Literature,male,John M. Coetzee,Individual,male,South Africa
2003,Peace,female,Shirin Ebadi,Individual,female,Iran
2003,Physics,male,Alexei Alexeyevich Abrikosov,Individual,male,Russia
2003,Physics,male,Anthony J. Leggett,Individual,male,United Kingdom
2003,Physics,male,Vitaly Lazarevich Ginzburg,Individual,male,Russia
2003,Physiology or Medicine,male,Paul C. Lauterbur,Individual,male,United States of America
2003,Physiology or Medicine,male,Sir Peter Mansfield,Individual,male,United Kingdom
2004,Chemistry,male,Aaron Ciechanover,Individual,male,Israel
2004,Chemistry,male,Avram Hershko,Individual,male,Hungary
2004,Chemistry,male,Irwin Rose,Individual,male,United States of America
2004,Economic Sciences,male,Edward C. Prescott,Individual,male,United States of America
2004,Economic Sciences,male,Finn E. Kydland,Individual,male,Norway
2004,Literature,female,Elfriede Jelinek,Individual,female,Austria
2004,Peace,female,Wangari Muta Maathai,Individual,female,Kenya
2004,Physics,male,David J. Gross,Individual,male,United States of America
2004,Physics,male,Frank Wilczek,Individual,male,United States of America
2004,Physics,male,H. David Politzer,Individual,male,United States of America
2004,Physiology or Medicine,female,Linda B. Buck,Individual,female,United States of America
2004,Physiology or Medicine,male,Richard Axel,Individual,male,United States of America
2005,Chemistry,male,Richard R. Schrock,Individual,male,United States of America
2005,Chemistry,male,Robert H. Grubbs,Individual,male,United States of America
2005,Chemistry,male,Yves Chauvin,Individual,male,Belgium
2005,Economic Sciences,male,Robert J. Aumann,Individual,male,Germany
2005,Economic Sciences,male,Thomas C. Schelling,Individual,male,United States of America
2005,Literature,male,Harold Pinter,Individual,male,United Kingdom
2005,Peace,,,Organization,,
2005,Peace,male,Mohamed ElBaradei,Individual,male,Egypt
2005,Physics,male,John L. Hall,Individual,male,United States of America
2005,Physics,male,Roy J. Glauber,Individual,male,United States of America
2005,Physics,male,Theodor W. HÑnsch,Individual,male,Germany
2005,Physiology or Medicine,male,Barry J. Marshall,Individual,male,Australia
2005,Physiology or Medicine,male,J. Robin Warren,Individual,male,Australia
2006,Chemistry,male,Roger D. Kornberg,Individual,male,United States of America
2006,Economic Sciences,male,Edmund S. Phelps,Individual,male,United States of America
2006,Literature,male,Orhan Pamuk,Individual,male,Turkey
2006,Peace,,,Organization,,
2006,Peace,male,Muhammad Yunus,Individual,male,Bangladesh
2006,Physics,male,George F. Smoot,Individual,male,United States of America
2006,Physics,male,John C. Mather,Individual,male,United States of America
2006,Physiology or Medicine,male,Andrew Z. Fire,Individual,male,United States of America
2006,Physiology or Medicine,male,Craig C. Mello,Individual,male,United States of America
2007,Chemistry,male,Gerhard Ertl,Individual,male,Germany
2007,Economic Sciences,male,Eric S. Maskin,Individual,male,United States of America
2007,Economic Sciences,male,Leonid Hurwicz,Individual,male,Russia
2007,Economic Sciences,male,Roger B. Myerson,Individual,male,United States of America
2007,Literature,female,Doris Lessing,Individual,female,Iran
2007,Peace,male,Albert Arnold (Al) Gore Jr.,Individual,male,United States of America
2007,Peace,,,Organization,,
2007,Physics,male,Albert Fert,Individual,male,France
2007,Physics,male,PeterˇAndreasˇGrÅnberg,Individual,male,Czech Republic
2007,Physiology or Medicine,male,Mario R. Capecchi,Individual,male,Italy
2007,Physiology or Medicine,male,Oliver Smithies,Individual,male,United Kingdom
2007,Physiology or Medicine,male,Sir Martin J. Evans,Individual,male,United Kingdom
2008,Chemistry,male,Martin Chalfie,Individual,male,United States of America
2008,Chemistry,male,Osamu Shimomura,Individual,male,Japan
2008,Chemistry,male,Roger Y. Tsien,Individual,male,United States of America
2008,Economic Sciences,male,Paul Krugman,Individual,male,United States of America
2008,Literature,male,Jean-Marie Gustave LeˇClÇzio,Individual,male,France
2008,Peace,male,Martti Ahtisaari,Individual,male,Finland
2008,Physics,male,Makoto Kobayashi,Individual,male,Japan
2008,Physics,male,Toshihide Maskawa,Individual,male,Japan
2008,Physics,male,Yoichiro Nambu,Individual,male,Japan
2008,Physiology or Medicine,female,FranáoiseˇBarrÇ-Sinoussi,Individual,female,France
2008,Physiology or Medicine,male,Harald zur Hausen,Individual,male,Germany
2008,Physiology or Medicine,male,Luc Montagnier,Individual,male,France
2009,Chemistry,female,Ada E. Yonath,Individual,female,Israel
2009,Chemistry,male,Thomas A. Steitz,Individual,male,United States of America
2009,Chemistry,male,Venkatraman Ramakrishnan,Individual,male,India
2009,Economic Sciences,female,Elinor Ostrom,Individual,female,United States of America
2009,Economic Sciences,male,Oliver E. Williamson,Individual,male,United States of America
2009,Literature,female,Herta MÅller,Individual,female,Romania
2009,Peace,male,Barack Hussein Obama,Individual,male,United States of America
2009,Physics,male,Charles Kuen Kao,Individual,male,China
2009,Physics,male,George E. Smith,Individual,male,United States of America
2009,Physics,male,Willard S. Boyle,Individual,male,Canada
2009,Physiology or Medicine,female,Carol W. Greider,Individual,female,United States of America
2009,Physiology or Medicine,female,Elizabeth H. Blackburn,Individual,female,Australia
2009,Physiology or Medicine,male,Jack W. Szostak,Individual,male,United Kingdom
2010,Chemistry,male,Akira Suzuki,Individual,male,Japan
2010,Chemistry,male,Ei-ichi Negishi,Individual,male,China
2010,Chemistry,male,Richard F. Heck,Individual,male,United States of America
2010,Economic Sciences,male,Christopher A. Pissarides,Individual,male,Cyprus
2010,Economic Sciences,male,Dale T. Mortensen,Individual,male,United States of America
2010,Economic Sciences,male,Peter A. Diamond,Individual,male,United States of America
2010,Literature,male,Mario Vargas Llosa,Individual,male,Peru
2010,Peace,male,Liu Xiaobo,Individual,male,China
2010,Physics,male,Andre Geim,Individual,male,Russia
2010,Physics,male,Konstantin Novoselov,Individual,male,Russia
2010,Physiology or Medicine,male,Robert G. Edwards,Individual,male,United Kingdom
2011,Chemistry,male,Dan Shechtman,Individual,male,Israel
2011,Economic Sciences,male,Christopher A. Sims,Individual,male,United States of America
2011,Economic Sciences,male,Thomas J. Sargent,Individual,male,United States of America
2011,Literature,male,TomasˇTranstrîmer,Individual,male,Sweden
2011,Peace,female,Ellen Johnson Sirleaf,Individual,female,Liberia
2011,Peace,female,Leymah Gbowee,Individual,female,Liberia
